Id,Title,Body,Tags,CreationDate,Y
1607085,what is the difference between import and const and which is preferred in commonjs,"<p>I have noticed a bit of switching between using const and import for referencing libraries in node.js applications using es6 syntax with Babel.</p>

<p>What is the preferred method and what is the difference between using const and import? Assuming you may be importing the same library in many files/components.</p>

<p><strong>const</strong></p>

<pre><code>const React = require('react')
</code></pre>

<p><strong>import</strong></p>

<pre><code>import React from 'react'
</code></pre>

<p>Here are the definitions of each but I am still not sure which to use.</p>

<p><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/import"">import</a></p>

<p>The import statement is used to import functions, objects or primitives that have been exported from an external module, another script, etc.</p>

<p><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/const"">const</a></p>

<p>The const declaration creates a read-only reference to a value. It does not mean the value it holds is immutable, just that the variable identifier cannot be reassigned.</p>
",<javascript><node.js><reactjs><babeljs><commonjs>,2016-01-03 10:36:40,HQ
1607086,How to get a text from SearchView?,"<p>I need to get a text from SearchView and compare it to strings in my activity's ListView and show a Toast if the word in a SearchView is in my ListView. How do I do that? Here's my working code for the SearchView:</p>

<pre><code>MenuItem ourSearchItem = menu.findItem(R.id.menu_item_search);

        SearchView sv = (SearchView) ourSearchItem.getActionView();

        sv.setOnQueryTextListener(new SearchView.OnQueryTextListener() {
            @Override
            public boolean onQueryTextSubmit(String query) {
                return false;
            }

            @Override
            public boolean onQueryTextChange(String newText) {

                adapter.getFilter().filter(newText);
                }
                return false;
            }
        });
</code></pre>
",<android>,2016-01-03 10:59:24,HQ
1607087,"Android Device Monitor ""data"" folder is empty","<p>I have tested creating, inserting and retrieving data into my apps db, and know it works through usage of Log statements. </p>

<p>However, I wish to expedite testing and use the Android Device Monitor. However, though the db exists and data is stored, when accessing below, the <code>data</code> folder is empty:</p>

<p><a href=""https://i.stack.imgur.com/2y1zs.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/2y1zs.png"" alt=""enter image description here""></a></p>

<p>Why would this be the case? How can this be configured to show the db file and contents?</p>
",<android><sqlite><android-studio>,2016-01-03 11:17:51,HQ
1607088,Should Comparable ever compare to another type?,"<p>I'm wondering if there's ever a valid use case for the following:</p>

<pre><code>class Base {}

class A implements Comparable&lt;Base&gt; {
    //...
}
</code></pre>

<p>It seems to be a common pattern (see <a href=""https://docs.oracle.com/javase/8/docs/api/java/util/Collections.html"" rel=""noreferrer"">Collections</a> for a number of examples) to accept a collection of type <code>T</code>, where <code>T extends Comparable&lt;? super T&gt;</code>.</p>

<p>But it seems technically impossible to fulfill the contract of <a href=""https://docs.oracle.com/javase/8/docs/api/java/lang/Comparable.html#compareTo-T-"" rel=""noreferrer""><code>compareTo()</code></a> when comparing to a base class, because there's no way to ensure that another class doesn't extend the base with a contradictory comparison. Consider the following example:</p>

<pre><code>class Base {
    final int foo;
    Base(int foo) {
        this.foo = foo;
    }
}

class A extends Base implements Comparable&lt;Base&gt; {
    A(int foo) {
        super(foo);
    }
    public int compareTo(Base that) {
        return Integer.compare(this.foo, that.foo); // sort by foo ascending
    }
}

class B extends Base implements Comparable&lt;Base&gt; {
    B(int foo) {
        super(foo);
    }
    public int compareTo(Base that) {
        return -Integer.compare(this.foo, that.foo); // sort by foo descending
    }
}
</code></pre>

<p>We have two classes extending <code>Base</code> using comparisons that don't follow a common rule (if there were a common rule, it would almost certainly be implemented in <code>Base</code>). Yet the following broken sort will compile:</p>

<pre><code>Collections.sort(Arrays.asList(new A(0), new B(1)));
</code></pre>

<p>Wouldn't it be safer to only accept <code>T extends Comparable&lt;T&gt;</code>? Or is there some use case that would validate the wildcard?</p>
",<java><comparable>,2016-01-03 11:28:23,HQ
1607089,What is squeeze testing?,"<p>In the talk ""<a href=""http://www.infoq.com/presentations/netflix-operations-devops"" rel=""noreferrer"">Beyond DevOps: How Netflix Bridges the Gap</a>,"" around 29:10 Josh Evans mentions squeeze testing as something that can help them understand system drift. What is squeeze testing and how is it implemented?</p>
",<testing><architecture><devops>,2016-01-03 12:24:16,HQ
1607090,Print type of variable in python3.5 on django 1.8,"<p>I am having a hard time of determining the type of my variable since I am used on python2 and have just migrated to python3</p>

<pre><code>from django.http import HttpResponse

def myview(request):
    x = ""Name""
    print (x)
    print type(x)
    return HttpResponse(""Example output"")
</code></pre>

<p>This code will throw an error because of print type(x). However if you changed that syntax line  to type(x). The type does not return an output on the runserver of django.</p>
",<django><python-3.5>,2016-01-03 12:30:24,HQ
1607091,What is the correct way to put multiple controls inside update panel?,"<p>I have one registration form which contains 3 to 4 dropdown controls and 2 datepickers and now when dropdown controls value are selected(selectedindex change are fired)
then i dont want my page to postback.</p>

<p>I have use update panel to stop this behaviour of post like below:</p>

<pre><code>&lt;asp:UpdatePanel ID=""UpdatePanel1"" runat=""server""&gt;
        &lt;ContentTemplate&gt;

      &lt;%--Update Panel for date picker%&gt;
      &lt;asp:UpdatePanel ID=""UpdatePanelDatepicker"" runat=""server""&gt;
                    &lt;ContentTemplate&gt;
                      &lt;telerik:RadDatePicker ID=""rdpDate1"" runat=""server""&gt;
                      &lt;/telerik:RadDatePicker&gt;
                    &lt;/ContentTemplate&gt;
      &lt;/asp:UpdatePanel&gt;

       &lt;%--Update Panel for Dropdown--%&gt;
       &lt;asp:UpdatePanel ID=""updatepaneldata"" runat=""server""&gt; 
                      &lt;ContentTemplate&gt;
                     &lt;telerik:RadComboBox ID=""ddlCountry"" runat=""server""&gt;
                      &lt;/telerik:RadComboBox&gt;
                    &lt;/ContentTemplate&gt;
      &lt;/asp:UpdatePanel&gt;


  &lt;/ContentTemplate&gt;
    &lt;/asp:UpdatePanel&gt;
</code></pre>

<p>So i just wanted to ask that is this correct way to put multiple controls under update panels??</p>
",<c#><asp.net><telerik><updatepanel>,2016-01-03 12:42:24,HQ
1607092,How to Write Json Array to file using jackson,"<p>I created a Json file where i wanted to write write java object as Array element. Im using jackson.</p>

<pre><code>    try{
           String json;
           String phyPath = request.getSession().getServletContext().getRealPath(""/"");
           String filepath = phyPath + ""resources/"" + ""data.json"";
           File file = new File(filepath);
           if (!file.exists()) {
               System.out.println(""pai nai"");
               file.createNewFile();               
           }  
           json = mapper.writerWithDefaultPrettyPrinter().writeValueAsString(story);
           Files.write(new File(filepath).toPath(), Arrays.asList(json), StandardOpenOption.APPEND);    
    } 
</code></pre>

<p>This is not what i exactly want .it creates data like </p>

<pre><code>{
  ""storyTitle"" : ""ttt"",
  ""storyBody"" : ""tttt"",
  ""storyAuthor"" : ""tttt""
}
{
  ""storyTitle"" : ""a"",
  ""storyBody"" : ""a"",
  ""storyAuthor"" : ""a""
}
</code></pre>

<p>I just need to create a Array of Json where i add java object, data should be like this </p>

<pre><code>[{
  ""storyTitle"" : ""ttt"",
  ""storyBody"" : ""tttt"",
  ""storyAuthor"" : ""tttt""
}
,{
  ""storyTitle"" : ""a"",
  ""storyBody"" : ""a"",
  ""storyAuthor"" : ""a""
}]
</code></pre>
",<java><json><jackson>,2016-01-03 12:44:50,HQ
1607093,How to reset form validation on submission of the form in ANGULAR 2,"<p>I have to reset my form along with validation. is there any method to reset the state of form from ng-dirty to ng-pristine.</p>
",<angular><angular2-forms>,2016-01-03 12:47:28,HQ
1607094,Is it possible to set a hostname in a Kubernetes replication controller?,"<p>I need to set a static hostname in a Kubernetes replication controller. Docker supports it with some runtime flags, however, Kubernetes replication controllers don't appear to support it.
The environment: OS - CentOS 6.6
Approach to use sysctl to change the variable kernel.hostname does not work for a K8s replication controller. The host name is not changed.
Use:
sysctl kernel.hostname
to read the current hostname, and
sysctl kernel.hostname=NEW_HOSTNAME</p>

<p>Is it possible to set a hostname in a Kubernetes replication controller?</p>
",<kubernetes>,2016-01-03 12:53:33,HQ
1607095,How to split file in windows just like linux,"<p>How can we split file in windows system in command prompt based on size. like linux system we use </p>

<pre><code>""split -b 10M filename.xyz new_filename""
</code></pre>
",<windows-7-x64>,2016-01-03 13:25:52,HQ
1607096,xUnit Equivelant of MSTest's Assert.Inconclusive,"<p>What is the xUnit equivalent of the following MSTest code:</p>

<pre><code>Assert.Inconclusive(""Reason"");
</code></pre>

<p>This gives a yellow test result instead of the usual green or red. I want to assert that the test could not be run due to certain conditions and that the test should be re-run after those conditions have been met.</p>
",<unit-testing><mstest><assert><xunit><assertion>,2016-01-03 15:27:20,HQ
1607097,CNAME and TXT record for same subdomain not working,"<p>I need to add a TXT record for the subdomain test.domain.com in the zone file. In this zone file there is an existing CNAME for the same subdomain. The two records looking like this:</p>

<pre><code>test IN CNAME asdf.someotherdomain.com. 
test IN TXT ""Some text i need to add""
</code></pre>

<p>But when I try to save this I get an error:</p>

<pre><code>dns_master_load: :45: test.domain.com: CNAME and other data
zone domain.com/IN: loading from master file  failed: CNAME and other data
zone domain.com/IN: not loaded due to errors.
status: FAIL
</code></pre>

<p>It works if I do it with different subdomains, for example:</p>

<pre><code>test IN CNAME asdf.someotherdomain.com. 
testing IN TXT ""Some text i need to add""
</code></pre>

<p>I'm not exactly the best there is when it comes to DNS. Is it not possible to have the same subdomain in this scenario? Or am I missing something?</p>

<p>The servers are running bind.</p>
",<dns><cname>,2016-01-03 15:28:05,HQ
1607098,detect non ascii characters in a string,"<p>How can I detect non-ascii characters in a vector f strings in a grep like fashion.  For example below I'd like to return <code>c(1, 3)</code> or <code>c(TRUE, FALSE, TRUE, FALSE)</code>:</p>

<pre><code>x &lt;- c(""faÃ§ile test of showNonASCII(): details{"", 
    ""This is a good line"", ""This has an Ã¼mlaut in it."", ""OK again. }"")
</code></pre>

<p>Attempt:</p>

<pre><code>y &lt;- tools::showNonASCII(x)
str(y)
p &lt;- capture.output(tools::showNonASCII(x))
</code></pre>
",<r>,2016-01-03 16:16:33,HQ
1607099,setCloseButtonIcon() method doesn't change default Close button,"<p>I try to change default icon for Close Button in Chrome custom tabs (CustomTabsIntent.Builder)</p>

<p>Simple code for testing:</p>

<pre><code>Bitmap closeIcon = BitmapFactory.decodeResource(getResources(), R.mipmap.ic_launcher);
intentBuilder.setCloseButtonIcon(closeIcon);
</code></pre>

<p>But nothing happens. Why? (Nexus 7, Marshmallow)</p>
",<android><chrome-custom-tabs>,2016-01-03 17:09:02,HQ
1607100,Is the arguments object supposed to be an iterable in ES6?,"<p>In ES6, I was trying to use the <code>arguments</code> object as an iterable when passed to the <code>Set</code> constructor.  It works fine in IE11 and in Chrome 47.  It does not work in Firefox 43 (throws a <code>TypeError: arguments is not iterable</code>).  I've looked through the ES6 spec and cannot really find a definition of whether the <code>arguments</code> object should be an iterable or not.</p>

<p>Here's an example of what I was trying to do:</p>

<pre><code>function destroyer(arr) {
  var removes = new Set(arguments);
  return arr.filter(function(item) {
    return !removes.has(item);
  });
}

// remove items 2, 3, 5 from the passed in array
var result = destroyer([3, 5, 1, 2, 2], 2, 3, 5);
log(result);
</code></pre>

<p>FYI, I know there are various work-arounds for this code such as copying the arguments object into a real array or using rest arguments.  This question is about whether the <code>arguments</code> object is supposed to be an <code>iterable</code> or not in ES6 that can be used anywhere iterables are expected.</p>
",<javascript><ecmascript-6><iterable>,2016-01-03 17:11:23,HQ
1607101,Angular2 - root relative imports,"<p>I have a problem with imports in angular2/typescript. I'd like to use imports with some root like 'app/components/calendar', instead only way I am able to use is something like:</p>

<pre><code>//app/views/order/order-view.ts
import {Calendar} from '../../components/calendar 
</code></pre>

<p>where Calendar is defined like:</p>

<pre><code>//app/components/calendar.ts
export class Calendar {
}
</code></pre>

<p>and this obviously gets much worse the lower in hierarchy you go, deepest is '../../..' but it is still very bad and brittle. Is there any way how to use paths relative to project root? </p>

<p>I am working in Visual Studio, and relative imports seem to be the only thing that makes VS able to recognize these imports.y</p>
",<typescript><angular>,2016-01-03 17:55:47,HQ
1607102,Vue.js in Chrome extension,"<h2>Vue.js in Chrome extension</h2>

<p>Hi! I'm trying to make a Chrome extension using Vue.js but when I write</p>

<pre><code>&lt;input v-model=""email"" type=""email"" class=""form-control"" placeholder=""Email""&gt;
</code></pre>

<p>Chrome removes the v-model-part of the code and makes it</p>

<pre><code>&lt;input type=""email"" class=""form-control"" placeholder=""Email""&gt;
</code></pre>

<p>Is there a way to prevent this?</p>
",<javascript><google-chrome><google-chrome-extension><vue.js>,2016-01-03 18:10:56,HQ
1607103,React Server side rendering of CSS modules,"<p>The current practice for CSS with React components seems to be using webpack's style-loader to load it into the page in.</p>

<pre class=""lang-js prettyprint-override""><code>import React, { Component } from 'react';
import style from './style.css';

class MyComponent extends Component {
    render(){
        return (
            &lt;div className={style.demo}&gt;Hello world!&lt;/div&gt;
        );
    }
}
</code></pre>

<p>By doing this the style-loader will inject a <code>&lt;style&gt;</code> element into the DOM. However, the <code>&lt;style&gt;</code> will not be in the virtual DOM and so if doing server side rendering, the <code>&lt;style&gt;</code> will be omitted. This cause the page to have <a href=""https://en.wikipedia.org/wiki/Flash_of_unstyled_content"" rel=""noreferrer"">FOUC</a>.</p>

<p>Is there any other methods to load <a href=""https://github.com/css-modules/css-modules"" rel=""noreferrer"">CSS modules</a> that work on both server and client side?</p>
",<reactjs><webpack><webpack-style-loader>,2016-01-03 18:37:32,HQ
1607104,GKMinmaxStrategist doesn't return any moves,"<p>I have the following code in my <code>main.swift</code>:</p>

<pre><code>let strategist = GKMinmaxStrategist()
strategist.gameModel = position
strategist.maxLookAheadDepth = 1
strategist.randomSource = nil

let move = strategist.bestMoveForActivePlayer()
</code></pre>

<p>...where <code>position</code> is an instance of my <code>GKGameModel</code> subclass <code>Position</code>. After this code is run, <code>move</code> is <code>nil</code>. <code>bestMoveForPlayer(position.activePlayer!)</code> also results in <code>nil</code> (but <code>position.activePlayer!</code> results in a <code>Player</code> object).</p>

<p>However,</p>

<pre><code>let moves = position.gameModelUpdatesForPlayer(position.activePlayer!)!
</code></pre>

<p>results in a non-empty array of possible moves. From Apple's documentation (about <code>bestMoveForPlayer(_:)</code>):</p>

<blockquote>
  <p>Returns nil if the player is invalid, the player is not a part of the game model, or the player has no valid moves available.</p>
</blockquote>

<p>As far as I know, none of this is the case, but the function still returns <code>nil</code>. What could be going on here?</p>

<p>If it can be of any help, here's my implementation of the <code>GKGameModel</code> protocol:</p>

<pre><code>var players: [GKGameModelPlayer]? = [Player.whitePlayer, Player.blackPlayer]
var activePlayer: GKGameModelPlayer? {
    return playerToMove
}

func setGameModel(gameModel: GKGameModel) {
    let position = gameModel as! Position
    pieces = position.pieces
    ply = position.ply
    reloadLegalMoves()
}

func gameModelUpdatesForPlayer(thePlayer: GKGameModelPlayer) -&gt; [GKGameModelUpdate]? {
    let player = thePlayer as! Player
    let moves = legalMoves(ofPlayer: player)
    return moves.count &gt; 0 ? moves : nil
}

func applyGameModelUpdate(gameModelUpdate: GKGameModelUpdate) {
    let move = gameModelUpdate as! Move
    playMove(move)
}

func unapplyGameModelUpdate(gameModelUpdate: GKGameModelUpdate) {
    let move = gameModelUpdate as! Move
    undoMove(move)
}

func scoreForPlayer(thePlayer: GKGameModelPlayer) -&gt; Int {
    let player = thePlayer as! Player
    var score = 0
    for (_, piece) in pieces {
        score += piece.player == player ? 1 : -1
    }
    return score
}

func isLossForPlayer(thePlayer: GKGameModelPlayer) -&gt; Bool {
    let player = thePlayer as! Player
    return legalMoves(ofPlayer: player).count == 0
}

func isWinForPlayer(thePlayer: GKGameModelPlayer) -&gt; Bool {
    let player = thePlayer as! Player
    return isLossForPlayer(player.opponent)
}

func copyWithZone(zone: NSZone) -&gt; AnyObject {
    let copy = Position(withPieces: pieces.map({ $0.1 }), playerToMove: playerToMove)
    copy.setGameModel(self)
    return copy
}
</code></pre>

<p>If there's any other code I should show, let me know.</p>
",<swift><gameplay-kit><gkminmaxstrategist>,2016-01-03 18:38:55,HQ
1607105,Is it possible to host telegram on my own server?,"<p><a href=""https://telegram.org/"" rel=""noreferrer"">Telegram</a> is a cloud based chat service. All of their clients are open source. I was wondering if there's a way to host a 'private' telegram service on my own server. </p>

<p>If not, is there anything out there that can provide all or almost all features that telegram provides?</p>
",<telegram>,2016-01-03 18:40:45,HQ
1607106,How can I pull down a commit from Github (Enterprise) that I don't have locally?,"<p>I accidentally did a <code>push --force</code> on the wrong repo (too many termminals open), effectively resetting the master branch back to an earlier commit.</p>

<p>Looking at my build system I can see that the commit used to point to XYZ, however I don't have that commit locally as I hadn't done a pull or fetch recently. The repo is in Github, and I can navigate in Github to view the commit, so I know it is there.</p>

<p>How can I pull down the commit so I can reset <code>master</code> back to the right commit without having to bother the dev who pushed that change?</p>
",<git><github>,2016-01-03 19:04:10,HQ
1607107,Laravel: find out if variable is collection,"<p>I want to find out if a variable is a collection.</p>

<p>I can't use is_object() because it will be true even if it is not an collection.
For now I use this, and it works:</p>

<pre><code>if(is_object($images) &amp;&amp; get_class($images) != 'Illuminate\Database\Eloquent\Collection') {
</code></pre>

<p>But I think it's so ugly that I spend time asking you about another solution.</p>

<p>Do you have any idea?</p>
",<php><laravel><collections>,2016-01-03 20:31:45,HQ
1607108,Safely assign value to nested hash using Hash#dig or Lonely operator(&.),"<pre><code>h = {
  data: {
    user: {
      value: ""John Doe"" 
    }
  }
}
</code></pre>

<p>To assign value to the nested hash, we can use</p>

<pre><code>h[:data][:user][:value] = ""Bob""
</code></pre>

<p>However if any part in the middle is missing, it will cause error.</p>

<p>Something like </p>

<pre><code>h.dig(:data, :user, :value) = ""Bob""
</code></pre>

<p>won't work, since there's no <code>Hash#dig=</code> available yet.</p>

<p>To safely assign value, we can do</p>

<pre><code>h.dig(:data, :user)&amp;.[]=(:value, ""Bob"")    # or equivalently
h.dig(:data, :user)&amp;.store(:value, ""Bob"")
</code></pre>

<p>But is there better way to do that? </p>
",<ruby><hash><dig><ruby-2.3><safe-navigation-operator>,2016-01-03 21:45:06,HQ
1607109,How can a file contain null bytes?,"<p>How is it possible that files can contain null bytes in operating systems written in a language with null-terminating strings (namely, C)?</p>

<p>For example, if I run this shell code:</p>

<pre><code>$ printf ""Hello\00, World!"" &gt; test.txt
$ xxd test.txt
0000000: 4865 6c6c 6f00 2c20 576f 726c 6421       Hello., World!
</code></pre>

<p>I see a null byte in <code>test.txt</code> (at least in OS X). If C uses null-terminating strings, and OS X is written in C, then how come the file isn't terminated at the null byte, resulting in the file containing <code>Hello</code> instead of <code>Hello\00, World!</code>? Is there a fundamental difference between files and strings?</p>
",<c><macos><null-terminated>,2016-01-03 23:59:48,HQ
1607110,Persist Elastic Search Data in Docker Container,"<p>I have a working ES docker container running that I run like so</p>

<pre><code>docker run -p 80:9200 -p 9300:9300 --name es-loaded-with-data --privileged=true --restart=always es-loaded-with-data
</code></pre>

<p>I loaded up ES with a bunch of test data and wanted to save it in that state so I followed up with </p>

<pre><code>docker commit containerid es-tester
docker save es-tester &gt; es-tester.tar
</code></pre>

<p>then when I load it back in the data is all gone... what gives?</p>

<pre><code>docker load &lt; es-tester.tar
</code></pre>
",<elasticsearch><docker>,2016-01-04 00:25:13,HQ
1607111,Why is a closing brace showing no code coverage?,"<p>I've got a Swift function for which Xcode is showing 0 passes in code coverage. The line is a closing brace (highlighted in red below).</p>

<p>Is this a bug in Xcode? If not, what condition do I need to hit to run that line? I thought I was covering all paths through this method.</p>

<p><a href=""https://i.stack.imgur.com/mD5TY.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/mD5TY.png"" alt=""Code with un-covered line""></a></p>
",<xcode><unit-testing><xcode7><code-coverage>,2016-01-04 01:35:47,HQ
1607112,How does ap fromMaybe compose?,"<p>There I was, writing a function that takes a value as input, calls a function on that input, and if the result of that is <code>Just x</code>, it should return <code>x</code>; otherwise, it should return the original input.</p>

<p>In other words, this function (that I didn't know what to call):</p>

<pre><code>foo :: (a -&gt; Maybe a) -&gt; a -&gt; a
foo f x = fromMaybe x (f x)
</code></pre>

<p>Since it seems like a general-purpose function, I wondered if it wasn't already defined, so <a href=""https://twitter.com/ploeh/status/684418608454352896"">I asked on Twitter</a>, and <a href=""https://twitter.com/bitemyapp/status/684467784793886720"">Chris Allen replied</a> that it's <code>ap fromMaybe</code>.</p>

<p>That sounded promising, so I fired up GHCI and started experimenting:</p>

<pre><code>Prelude Control.Monad Data.Maybe&gt; :type ap
ap :: Monad m =&gt; m (a -&gt; b) -&gt; m a -&gt; m b
Prelude Control.Monad Data.Maybe&gt; :type fromMaybe
fromMaybe :: a -&gt; Maybe a -&gt; a
Prelude Control.Monad Data.Maybe&gt; :type ap fromMaybe
ap fromMaybe :: (b -&gt; Maybe b) -&gt; b -&gt; b
</code></pre>

<p>The type of <code>ap fromMaybe</code> certainly looks correct, and a couple of experiments seem to indicate that it has the desired behaviour as well.</p>

<p>But <strong>how does it work?</strong></p>

<p>The <code>fromMaybe</code> function seems clear to me, and in isolation, I think I understand what <code>ap</code> does - at least in the context of <code>Maybe</code>. When <code>m</code> is <code>Maybe</code>, it has the type <code>Maybe (a -&gt; b) -&gt; Maybe a -&gt; Maybe b</code>.</p>

<p>What I don't understand is how <code>ap fromMaybe</code> even compiles. To me, this expression looks like partial application, but I may be getting that wrong. If this is the case, however, I don't understand how the types match up.</p>

<p>The first argument to <code>ap</code> is <code>m (a -&gt; b)</code>, but <code>fromMaybe</code> has the type <code>a -&gt; Maybe a -&gt; a</code>. How does that match? Which <code>Monad</code> instance does the compiler infer that <code>m</code> is? How does <code>fromMaybe</code>, which takes two (curried) arguments, turn into a function that takes a single argument?</p>

<p>Can someone help me connect the dots?</p>
",<haskell><monads>,2016-01-04 01:51:18,HQ
1607113,"Select all text between quotes, parentheses etc in Atom.io","<p>Sublime Text has this same functionality via:</p>

<p><code>ctrl+shift+m</code> or <code>cmd+shift+space</code></p>

<p>How do I accomplish the same thing in Atom?</p>
",<editor><sublimetext3><atom-editor>,2016-01-04 02:05:29,HQ
1607114,webpack loaders and include,"<p>I'm new to webpack and I'm trying to understand loaders as well as its properties such as test, loader, include etc.</p>

<p>Here is a sample snippet of webpack.config.js that I found in google.</p>

<pre><code>module: {
    loaders: [
      {
        test: /\.js$/,
        loader: 'babel-loader',
        include: [
          path.resolve(__dirname, 'index.js'),
          path.resolve(__dirname, 'config.js'),
          path.resolve(__dirname, 'lib'),
          path.resolve(__dirname, 'app'),
          path.resolve(__dirname, 'src')
        ],
        exclude: [
          path.resolve(__dirname, 'test', 'test.build.js')
        ],
        cacheDirectory: true,
        query: {
          presets: ['es2015']
        }
      },
    ]
}
</code></pre>

<ol>
<li><p>Am I right that test: /.js$/ will be used only for files with extension .js?</p></li>
<li><p>The loader: 'babel-loader', is the loader we install using npm</p></li>
<li><p>The include: I have many questions on this. Am I right that anything we put inside the array will be transpiled? That means, index.js, config.js, and all *.js files in lib, app and src will be transpiled.</p></li>
<li><p>More questions on the include: When files get transpiled, do the *.js files get concatenated into one big file?</p></li>
<li><p>I think exclude is self explanatory. It will not get transpiled.</p></li>
<li><p>What does query: { presets: ['es2015'] } do?</p></li>
</ol>
",<javascript><ecmascript-6><webpack><webpack-style-loader>,2016-01-04 03:36:13,HQ
1607115,Run code on application startup Phoenix Framework (Elixir),"<p>Were would you put code which you want to run only when your application/api starts in vanilla Phoenix application? Let's say I want to make sure some mnesia tables are created or configure my logger backend. The other thing is runtime configuration. They mention it in documentation but it's not clear to me where one would define/change runtime configuration. </p>

<p><code>Endpoint.ex</code> seems like a place where initial configuration is done but by looking at docs I can't find any callback that would allow me to run code only once at startup.</p>
",<elixir><phoenix-framework>,2016-01-04 04:12:47,HQ
1607116,Can I export a Sqlite db using RedBean PHP ORM and Import to MySQL?,"<p>I have a simple web app that I've been building using <code>redbean</code> PHP which has a really simple structure with three bean types:</p>

<p>areas
buildings
persons</p>

<p>All relationships are exclusive 1:Many. So, a <code>Person</code> belongs to only 1 <code>Building</code>, and a <code>Building</code> belongs to 1 <code>Area</code>. </p>

<pre><code>Area
  BuildingList
    PersonList
</code></pre>

<p>Currently, I have been developing it using <code>Sqlite3</code> for ease of development, but I want to move the data to <code>mySQL</code>. I have a lot of data that I've already added.</p>

<p>Is there an easy way to use RedBean to Export ALL beans to the new MySql Database?</p>

<p>I know I can search for a <code>sqlite</code> -> <code>MySQL</code>/<code>MariaDB</code> converter, but I also potentially want to be able to use this in reverse to make migrating the site super easy to move/backup/change DBs.</p>

<p>What I've tried below:</p>

<pre><code>R::setup('sqlite:/' . __DIR__ . '/data/database.db'); 
R::addDatabase('mysql', $MySqlConn );

$old_datas = R::findAll( 'area' );
R::selectDatabase( 'mysql' );

foreach ($old_datas as $bean) {
    $new_area = R::dispense('area');
    $new_area-&gt;importFrom( $bean );
    $id = R::store( $new_area );
    var_dump( $new_area ); // shows new data
}

var_dump( R::findAll( 'area' ) ); // returns empty array
</code></pre>
",<php><mysql><sqlite><redbean>,2016-01-04 05:48:35,HQ
1607117,Simulate display: inline in React Native,"<p>React Native doesn't support the CSS <code>display</code> property, and by default all elements use the behavior of <code>display: flex</code> (no <code>inline-flex</code> either). Most non-flex layouts can be simulated with flex properties, but I'm flustered with inline text.</p>

<p>My app has a container that contains several words in text, some of which need formatting. This means I need to use spans to accomplish the formatting. In order to achieve wrapping of the spans, I can set the container to use <code>flex-wrap: wrap</code>, but this will only allow wrapping at the end of a span rather than the traditional inline behavior of wrapping at word breaks.</p>

<p>The problem visualized (spans in yellow):</p>

<p><a href=""https://i.stack.imgur.com/CgR94.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/CgR94.png"" alt=""enter image description here""></a></p>

<p>(via <a href=""http://codepen.io/anon/pen/GoWmdm?editors=110"" rel=""noreferrer"">http://codepen.io/anon/pen/GoWmdm?editors=110</a>)</p>

<p>Is there a way to get proper wrapping and true inline simulation using flex properties?</p>
",<css><reactjs><flexbox><react-native>,2016-01-04 05:58:57,HQ
1607118,Is there easy way to grid search without cross validation in python?,"<p>There is absolutely helpful class GridSearchCV in scikit-learn to do grid search and cross validation, but I don't want to do cross validataion. I want to do grid search without cross validation and use whole data to train.
To be more specific, I need to evaluate my model made by RandomForestClassifier with ""oob score"" during grid search.
Is there easy way to do it? or should I make a class by myself?</p>

<p>The points are</p>

<ul>
<li>I'd like to do grid search with easy way.</li>
<li>I don't want to do cross validation.</li>
<li>I need to use whole data to train.(don't want to separate to train data and test data)</li>
<li>I need to use oob score to evaluate during grid search.</li>
</ul>
",<python><scikit-learn><random-forest><grid-search>,2016-01-04 06:38:35,HQ
1607119,Python equivalent of golang's defer statement,"<p>How would one implement something that works like the <code>defer</code> statement from go in python? </p>

<p>Defer pushes a function call to a stack. When the function containing the defer statement returns, the defered function calls are popped and executed one by one, in the scope that the defer statement was inside in the first place. Defer statements look like function calls, but are not executed until they are popped.</p>

<p>Go example of how it works:</p>

<pre><code>func main() {
    fmt.Println(""counting"")

    var a *int
    for i := 0; i &lt; 10; i++ {
        a = &amp;i
        defer fmt.Println(*a, i)
    }

    x := 42
    a = &amp;x

    fmt.Println(""done"")
}
</code></pre>

<p>Outputs: </p>

<pre><code>counting
done
9 9
8 8
7 7
6 6
5 5
4 4
3 3
2 2
1 1
0 0
</code></pre>

<p>Go example of a usecase:</p>

<pre><code>var m sync.Mutex
func someFunction() {
    m.Lock()
    defer m.Unlock()
    // Whatever you want, with as many return statements as you want, wherever.
    // Simply forget that you ever locked a mutex, or that you have to remember to release it again.
}
</code></pre>
",<python><go><deferred>,2016-01-04 06:52:47,HQ
1607120,Change button style on press in React Native,"<p>I'd like the style of a button in my app to change when it is being pressed. What is the best way to do this?</p>
",<javascript><reactjs><react-native>,2016-01-04 07:36:15,HQ
